Entry,Make,Model,Body,Fit_age_a,Fit_age_b,Fit_age_R2,Fit_miles_a,Fit_miles_b,Fit_miles_R2,Fit_age_cw_R2
29,Ford,Fusion,Sedan,36242.51961,0.178849912,0.704774542,29082.66472,1.68E-05,0.783202868,
30,BMW,X5,Sport Utility,69174.70399,0.181319837,0.952087098,67108.5389,1.75E-05,0.94105688,0.925931397
31,Chevrolet,Corvette,Coupe,62691.76615,0.077667194,0.702269852,52284.56832,1.52E-05,0.728750672,
32,Chevrolet,Camaro,Convertible,35030.12567,0.094337592,0.480894678,35704.74814,1.26E-05,0.609367601,
33,Honda,Pilot,Sport Utility,41503.44387,0.130582347,0.90879187,38415.21549,9.71E-06,0.944407397,0.522137182
34,Lexus,RX 350,Sport Utility,68633.74743,0.177500714,0.928557502,55263.85913,1.43E-05,0.909620731,
35,Mercedes-Benz,C 300,Sedan,40527.35325,0.139887541,0.897986464,39804.48129,1.51E-05,0.839210626,0.621665844
36,Honda,Odyssey,Van,40292.23347,0.134071765,0.929231221,36909.54166,1.06E-05,0.897068077,0.593340129
37,Volkswagen,Tiguan,Sport Utility,27016.31031,0.138910593,0.871181927,28728.98171,1.52E-05,0.896708238,0.82471882
38,Ford,Escape,Sport Utility,27854.7146,0.124147023,0.676994228,27617.82295,1.28E-05,0.850194513,
39,Ford,Edge,Sport Utility,31265.98004,0.132128534,0.5496496,36356.75609,1.42E-05,0.881124685,
40,GMC,Sierra 1500,Truck,48625.17914,0.105673677,0.776628312,35303.90511,6.20E-06,0.49553774,-0.413091972
41,Nissan,Altima,Sedan,21595.85543,0.123141661,0.789283158,22305.33734,1.11E-05,0.811284298,0.704678782
42,MINI,Cooper,Wagon,27289.05209,0.121643272,0.871976366,28116.96082,1.71E-05,0.864376687,0.677979388
43,Volkswagen,Golf,Wagon,30179.5294,0.155549964,0.795539564,25212.54205,0.003,-0.546343397,
44,Chevrolet,Suburban,Sport Utility,58872.46256,0.138180554,0.755574915,57895.75186,1.13E-05,0.920587029,0.637809716
45,Mercedes-Benz,E 350,Sedan,53017.23169,0.156650953,0.88793576,48188.33691,1.60E-05,0.776634604,0.212164534
46,Subaru,Outback,Sport Utility,36447.91808,0.134330236,0.887083648,31292.24815,9.73E-06,0.801059192,0.638402931
47,BMW,X1,Sport Utility,42915.10183,0.194405611,0.920119965,38657.68064,1.67E-05,0.870614803,0.780480393
48,Ford,Ranger,Truck,38131.25877,0.099525541,0.843392548,34245.1816,1.31E-05,0.801867636,
49,Audi,A4,Wagon,39458.71511,0.151912648,0.912561017,37153.0636,1.47E-05,0.775851505,
50,Acura,MDX,Sport Utility,55519.26046,0.160354841,0.891682074,46603.6348,1.19E-05,0.901665514,
51,GMC,Yukon,Sport Utility,50959.5053,0.113412593,0.882551797,105000,0.0015,-4.009851563,
52,Volkswagen,GTI,Hatchback,35480.48023,0.138449052,0.89532242,30406.83439,1.22E-05,0.880800642,
53,Chevrolet,Silverado 2500,Truck,61535.64914,0.094514234,0.765281283,44205.23769,5.32E-06,0.48304558,-0.467498685
54,Audi,Q5,Sport Utility,44271.24754,0.145670204,0.87017168,41724.6704,1.25E-05,0.876730021,
55,GMC,Acadia,Sport Utility,34119.539,0.102413298,0.669796607,36185.03819,1.03E-05,0.809952268,-0.14707288
56,Dodge,Durango,Sport Utility,41347.95442,0.128903725,0.645446414,38843.18356,9.56E-06,0.679670299,
57,Ford,F350,Truck,54013.18743,0.074163336,0.730878974,47498.08455,6.92E-06,0.606625592,
58,Ford,Focus,Hatchback,27442.66815,0.153941675,0.523616384,17790.37767,9.28E-06,0.389312484,
59,Land Rover,Range Rover Sport,Sport Utility,95045.87494,0.193360594,0.922607592,92533.81625,1.85E-05,0.907870308,0.875516753
60,Volkswagen,Passat,Sedan,28439.93971,0.153767146,0.792627481,24889.58802,1.40E-05,0.796389294,0.288413499
61,Cadillac,Escalade,Sport Utility,73133.94629,0.136690484,0.935388973,74269.71146,1.31E-05,0.843538266,0.811350527
62,MAZDA,MAZDA3,Hatchback,27169.98623,0.138314276,0.664187997,21381.74262,9.37E-06,0.585701153,
63,Nissan,Rogue,Sport Utility,23080.39906,0.115357718,0.747321399,26998.26803,0.001499604,-5.052855783,
64,Audi,A3,Hatchback,36069.71283,0.146156833,0.902976255,31176.18349,1.44E-05,0.786647602,0.46235388
65,Dodge,Charger,Sedan,36038.79544,0.141796808,0.63201277,36420.35772,1.21E-05,0.672347465,
66,Chevrolet,Equinox,Sport Utility,20705.57376,0.087269296,0.553766995,25807.61272,1.12E-05,0.779976771,-0.488173472
67,Dodge,Ram 1500 Truck,Truck,50969.18887,0.114859289,0.526211677,12184.01323,0.002965516,-9.188498345,
68,Subaru,Forester,Sport Utility,31694.12227,0.120284381,0.89428009,26463.6199,9.19E-06,0.646522237,0.216714347
69,Nissan,Sentra,Sedan,15330.9949,0.091602454,0.734083724,16227.23361,8.77E-06,0.883071003,
70,Toyota,Sequoia,Sport Utility,64723.54222,0.128549145,0.863770422,54514.22773,1.12E-05,0.789288238,0.655431335
71,BMW,M3,Sedan,62467.62309,0.07956131,0.813032915,63884.66119,1.22E-05,0.843614143,
72,Hyundai,Elantra,Hatchback,16752.51087,0.099531209,0.78740887,17411.52634,9.29E-06,0.860312343,-1.325327445
73,Dodge,Ram 2500 Truck,Truck,51039.18841,0.05,0.063829826,105000,0.0015,-13.02880525,
74,Acura,RDX,Sport Utility,40842.09665,0.146692902,0.95113423,41557.64062,1.37E-05,0.937068122,0.74907065
75,Mitsubishi,Outlander,Sport Utility,30165.73311,0.164364903,-0.112505871,32826.01189,0.000670983,0.090000334,-0.888394408
76,Honda,HR-V,Sport Utility,25648.94854,0.089100822,0.438128058,25092.05324,0.003,-5.811504169,-2.901594496
77,Chevrolet,Impala,Sedan,23059.28522,0.130888336,0.513733695,31119.00433,1.68E-05,0.89974648,
78,Lexus,IS 250,Sedan,43264.2248,0.130112945,0.893602052,105000,0.001126875,-6.793257891,
79,Lexus,ES 350,Sedan,45816.17976,0.143560002,0.89054064,34960.13899,1.16E-05,0.680910289,
80,Jeep,Cherokee,Sport Utility,20717.53014,0.05739317,0.467670333,21520.26344,4.83E-06,0.361835952,
81,Audi,Q7,Sport Utility,57546.18383,0.144770417,0.92912143,59808.14043,1.43E-05,0.828598422,
82,Hyundai,Sonata,Sedan,22750.97166,0.118760929,0.770173331,105000.0001,0.000771404,-6.135584136,
83,Mercedes-Benz,S 550,Sedan,90245.56627,0.156311058,0.895869355,105000,0.0015,-4.269774393,
84,GMC,Yukon XL,Sport Utility,49587.99319,0.125595956,0.936649936,59674.79832,1.11E-05,0.937479838,0.709130774
85,Dodge,Grand Caravan,Van,19720.27138,0.09375978,0.469912056,105000,0.001126875,-4.966561523,
86,Porsche,Boxster,Convertible,55904.72067,0.07237744,0.795031403,40082.40897,1.12E-05,0.367803284,
87,Nissan,Maxima,Sedan,31933.3827,0.145016774,0.677522244,30953.52981,1.26E-05,0.861720523,0.704115575
88,Mercedes-Benz,GLC 300,Sport Utility,41198.30837,0.126122856,0.577150707,40285.40028,9.81E-06,0.638915718,-0.816413016
89,Acura,TL,Sedan,29988.86622,0.105789078,0.706776113,105000,0.0015,-7.800885985,
