Entry,Make,Model,Body,Fit_age_a,Fit_age_b,Fit_age_c,Fit_age_R2,Fit_miles_a,Fit_miles_b,Fit_miles_c,Fit_miles_R2,Fit_age_cw_R2
56,Dodge,Durango,Sport Utility,41347.97287334731,0.12890384730885324,7.068457046077465e-13,0.6454463589932309,38843.004901102744,9.563372513123482e-06,3.0542110285319275e-12,0.6796702982116538,
57,Ford,F350,Truck,48354.18081636058,0.13002957155966935,10874.949226566758,0.7477456671003879,40997.87589051601,9.903023501802406e-06,7952.861937176541,0.6159405242331764,
58,Ford,Focus,Hatchback,29938.089801692528,0.23380083382977945,2689.5340283122973,0.5011402775812339,17790.010097941817,9.282913440707286e-06,4.98326100606868e-10,0.38931248316587574,
59,Land Rover,Range Rover Sport,Sport Utility,95045.87543153852,0.19336059642185863,5.2987542349306306e-14,0.9226075920936664,83069.10775396517,2.5286656344581964e-05,10501.34634994882,0.9139452966632231,0.8755167529912118
60,Volkswagen,Passat,Sedan,26750.33959819902,0.20654725463672702,2934.3494288717125,0.7813902092730397,21839.116188508033,3.438860115730454e-05,7249.897586756704,0.8676542707379167,0.2884134987593796
61,Cadillac,Escalade,,73133.93690266745,0.1366904418825336,1.8782893703925274e-09,0.9353889663003019,71838.3744937788,1.4645334824205333e-05,3290.978155475496,0.8446265779077906,0.8113505265678804
62,MAZDA,MAZDA3,Hatchback,26355.779840217685,0.21299914634672507,3616.385602655481,0.6544919233746478,18368.159107634183,1.587017320917574e-05,4440.2056571618,0.5974570067715832,
63,Nissan,Rogue,Sport Utility,23080.385199039883,0.1153575695181801,1.727090410112318e-11,0.7473212229777008,23240.603672248842,1.3556959365334006e-05,2528.367038368713,0.8774340672065013,
64,Audi,A3,Hatchback,33819.93559063917,0.18146013849331388,3100.7547862276638,0.9027093623151486,28314.419840761377,1.9385317716567687e-05,4108.192393057642,0.7906198212543153,0.4623538795722726
65,Dodge,Charger,Sedan,36038.79635403725,0.14179682194153856,0.0005534524314178696,0.6320127683267929,36419.583525656475,1.2084267637961699e-05,1.2419903331478688e-08,0.6723474639769038,
66,Chevrolet,Equinox,Sport Utility,20705.576326777304,0.08726932900284615,1.8535428641637428e-15,0.5537670503562275,20351.7309721069,2.276197910376635e-05,7361.7284684199,0.8154136244050512,-0.4881734722019615
67,Dodge,Ram 1500 Truck,Truck,50969.22043436349,0.11485933777411374,8.872610263273925e-11,0.5262116007351818,10000.000000000002,0.0029999999999999996,11235.110116004587,-0.09793734730896997,
68,Subaru,Forester,Sport Utility,30427.033437313297,0.13633527089630376,1699.044901328026,0.8931050827002334,26462.673150745242,9.187442662813982e-06,1.1378689911343602e-08,0.6465222355866489,0.2167143470082481
69,Nissan,Sentra,Sedan,14012.86279749549,0.11963894501577656,1836.1885936432614,0.7305770864363029,15097.184245522327,1.0282519811541905e-05,1338.187458638609,0.8842514558551935,
70,Toyota,Sequoia,Sport Utility,64723.532572177595,0.1285490882887041,1.1132803426144259e-12,0.863770428930234,51544.50996907619,1.3222164438841427e-05,3377.0919408351265,0.7910647263163406,0.6554313352902958
71,BMW,M3,Sedan,60382.967045483856,0.17073916955268725,14738.034753136168,0.8305276924046062,63884.6565848819,1.2152908573962805e-05,5.9403881053554305e-09,0.843614143436487,
72,Hyundai,Elantra,Hatchback,16752.51081862893,0.09953120792116432,8.569660496871923e-16,0.7874088703335778,14505.047266809961,1.3768349968738965e-05,3398.8903469187544,0.8676025715495692,-1.3253274450998207
73,Dodge,Ram 2500 Truck,Truck,180649.46936512936,0.2681247385286519,19406.5886290555,0.1200882613655111,105000.0,0.0015,24622.12727272734,3.3306690738754696e-16,
74,Acura,RDX,Sport Utility,38569.91958432913,0.17247360201060075,2905.1544812286193,0.955878809998163,37832.355551458866,1.932906871739536e-05,5499.524468782987,0.945791518452599,0.7490706500985114
75,Mitsubishi,Outlander,Sport Utility,30165.735258395784,0.16436494987234357,1.413734298644074e-10,-0.1125059596918323,17435.99189512228,0.001469384804010345,15398.32156911239,0.4303187659818418,-0.8883944078253707
76,Honda,HR-V,Sport Utility,25648.94717234184,0.0891007896483649,7.660584812546958e-09,0.43812799629005794,10000.000000000002,0.0029999999999999996,15749.257041381608,0.5386014863151628,-2.9015944956588338
77,Chevrolet,Impala,Sedan,23059.285636503184,0.13088834073284417,3.565328029828971e-12,0.5137336973813502,28276.206359055504,2.2419856428323367e-05,3994.1720062256773,0.9106179243283483,
78,Lexus,IS 250,Sedan,43264.224590485916,0.1301129447872407,8.54650554428689e-12,0.8936020520386909,105000.0,0.0014774020418032066,15117.470591930349,1.5132328723410637e-10,
79,Lexus,ES 350,Sedan,43575.677236452095,0.1968009989948767,5161.536588770922,0.9029957322474353,30850.934664832137,1.7043380463804517e-05,5615.570549760555,0.6908200785414462,
80,Jeep,Cherokee,Sport Utility,18563.157210450914,0.07250946176920597,2489.149709922629,0.4605697180315136,21520.262959804633,4.82830549988645e-06,5.923731776370095e-10,0.3618359517892228,
81,Audi,Q7,Sport Utility,57546.18412272399,0.14477041830117174,3.8194061142835444e-10,0.9291214299067547,59807.77200568621,1.4349018294232866e-05,2.1484376246420304e-07,0.8285984213926115,
82,Hyundai,Sonata,Sedan,21485.54562384829,0.15046235420707813,2125.0444260616882,0.7670732207271113,17760.935165011204,1.763681781832831e-05,4491.88259164484,0.7417978930922049,
83,Mercedes-Benz,S 550,Sedan,91398.92675195062,0.1806178790315116,3925.7867467578603,0.8948452320427115,105000.0,0.0014999859429580401,30077.224489628992,8.992806499463768e-15,
84,GMC,Yukon XL,,49587.98428008738,0.1255958907791788,1.2311371366643855e-15,0.9366499028609236,59673.45386705092,1.1099047827847641e-05,2.569812490009363e-10,0.9374798378694177,0.7091307744076413
85,Dodge,Grand Caravan,Van,19720.25982763798,0.09375965182524333,1.0896793416323349e-14,0.46991205735116404,105000.0,0.0014990758134565652,13780.770805792066,9.718559290661233e-12,
86,Porsche,Boxster,Convertible,55904.713844070975,0.07237742714737085,1.2023586607682463e-12,0.7950313748373343,118022.6206922479,0.0013362156306486385,24138.55306533083,0.005129025286688127,
87,Nissan,Maxima,Sedan,30486.614658694387,0.1789650064412767,2303.3192745177053,0.6993727846554592,30192.033048796126,1.3603453002734723e-05,1109.5031452062158,0.8624033055845065,0.7041155752617343
88,Mercedes-Benz,GLC 300,Sport Utility,17113.113987641398,0.7377342157139487,26150.20078896088,0.590491522160153,16150.49801133591,5.296263459564647e-05,26071.67395240943,0.6698517630661586,-0.8164130162622805
89,Acura,TL,Sedan,34404.887398977466,0.1576885624627668,2996.8306027255026,0.6995399716664368,105000.0,0.0011268691653233082,10236.063829789071,1.6113121947824993e-10,
90,INFINITI,Q50,Sedan,20515.455849400678,0.17605180362714784,11549.39513688744,0.43204914585950893,19235.666467743562,0.0028541733772572916,23650.75555449383,0.05981826445380467,-1.985091694709336
91,Mitsubishi,Outlander Sport,Sport Utility,20748.187450717418,0.10567021718559924,1.2933542210575178e-12,0.6078865110494152,13969.734790666651,2.106939408224138e-05,6994.55818653432,0.7025467144522144,0.1178606759657721
92,Cadillac,CTS,Sedan,46779.76143062822,0.09831203585508759,3.4689631022310676e-11,0.0719075988910336,52381.66688159214,1.0850489422960712e-05,0.0015250785464923644,0.572769168911537,
93,INFINITI,G37,Coupe,38851.22227689637,0.11313357321715836,5.351074253907612e-12,0.3976803584333142,10000.000000201993,0.0015,13545.02176249677,-0.324964918851929,
94,Toyota,Prius Prime,Hatchback,10000.000000000004,0.31511213681066136,20203.262649851327,0.22831914733449354,10000.00000000001,6.187611033806257e-05,20949.934496473532,0.4422443871494237,-1.867594384590523
95,Porsche,Panamera,,199999.9999999996,0.4414320756421647,27300.565510732322,0.8162624624993082,105679.0175977125,5.0847313285711985e-05,28769.16609645543,0.8829126956829592,
96,Chevrolet,Malibu,Sedan,20027.95692948171,0.11776112607667501,1114.3083720344046,0.6941490880840053,20556.068310965667,1.6711421416067515e-05,3337.878645033096,0.8207558509243897,0.14206108365781278
97,GMC,Sierra 2500,Truck,64526.54281386367,0.08657126900696058,1.787993744354439e-10,0.8089116939092462,133554.0507152774,0.0010491386504217952,27195.860471900196,0.23865643357850663,-1.1232689368375408
98,Mercedes-Benz,CLA 250,Sedan,23950.404863780062,0.3750460866123584,15447.198678496874,0.8257520188157917,17490.851992085194,4.8603286891758494e-05,16444.79818264469,0.6921556897658245,-0.008925059393406931
99,Ford,Fiesta,Hatchback,17883.59401489347,0.10903493455708504,2.2155730869125793e-09,0.3698823636617071,12294.261538433071,2.3040738298937428e-05,4945.916291260582,0.7650030821965961,
100,RAM,2500,Truck,40263.16382482845,0.07806345985500489,10860.471302279499,0.3009325627360009,51542.25322924072,5.731777712691204e-06,2.655042195313928e-06,0.5132344598331554,
101,Audi,A6,Sedan,53014.083848019356,0.21560450984889967,3690.5760007181943,0.9043025766466667,52564.407655143514,2.6362499575299083e-05,7020.383488001185,0.9020214539391465,
102,Land Rover,Range Rover Evoque,Sport Utility,38443.476212069276,0.19966617720252447,10567.08210062142,0.8317322704290815,36912.14960994581,5.2766404624111895e-05,18957.67430003293,0.9090104652444693,0.7900857724807062
103,Porsche,Cayenne,Sport Utility,84001.53067922726,0.15126108062918509,1.4725360738572632e-14,0.845245871026292,68231.99631056555,1.5106133151617643e-05,2448.553401642209,0.6516671205546434,
104,BMW,535i,Sedan,50905.86626851235,0.1569207013859749,8.767660553282583e-13,0.7897522582772263,105000.0,0.0015,16790.119047619053,8.881784197001252e-16,
105,MINI,Cooper Countryman,Wagon,38407.95038384941,0.15692935716249432,1.0030813129546677e-10,0.8437613639442002,28104.99959649102,4.372165480018242e-05,9349.469776508222,0.8939155689094371,0.5089322415405839
106,Mercedes-Benz,E 300,Sedan,44726.534546923074,0.12852840503669513,2.492626459784427e-12,0.6039888956425583,120329.1721766272,0.00022252725763240465,29735.31354073226,0.7135566060683433,
107,Kia,Optima,Sedan,20912.745910432845,0.09273353485066732,5.471514780394319e-10,0.4757431849982453,17900.42978150927,3.059649720166504e-05,8508.794806684464,0.8170033702854436,
108,Tesla,Model S,Sedan,87432.60878848724,0.11915671473067559,4.039484276251705e-12,0.5980833055668979,41684.77148699158,2.3910546059102283e-05,26338.674137878977,0.5831971334857835,
109,Land Rover,Range Rover,Sport Utility,108149.417095971,0.18296876453060937,4706.1404299368705,0.922380263783676,99145.90231076613,2.097086493286732e-05,10069.38333705833,0.9483710025221224,0.7991340779572266
110,Lexus,GS 350,Sedan,49751.16954382417,0.18986714229315635,5114.8420954222,0.9195223188939287,36775.54230974856,1.380545616532962e-05,5610.704974026954,0.8570743726216598,
111,BMW,335i,Sedan,42306.98823864518,0.1309109117147488,1204.2403240897142,0.6740220819161703,105000.0,0.0015,12354.56097977492,0.0,
112,Hyundai,Santa Fe,Sport Utility,24129.922533182977,0.10378540856356033,8.475328101733607e-11,0.8003980809443244,23502.975727549525,8.26343327300932e-06,8.76859687652561e-12,0.6636833892629428,
113,Jeep,Compass,Sport Utility,25213.876920959694,0.1395750907385159,1081.0023648731644,0.5200271546781374,23920.52351486372,1.790366020972077e-05,3474.5173539825455,0.8946858161645277,-0.6258458578904531
114,Ford,Expedition,Sport Utility,47904.81287358823,0.13448982072451837,566.8327930520588,0.9123854211238965,49888.19218678241,1.0851675074942119e-05,5.660748085113763e-07,0.6727461485724443,
115,BMW,i3,Hatchback,43992.82580240439,0.6395360427251532,15241.115940977066,0.6570855886663864,105000.00011273423,0.0005606175084865212,21447.66058469365,0.011886564870060234,
116,Nissan,Murano,Sport Utility,29061.322889507577,0.11533049961804705,277.4511610731375,0.8155200553268082,27623.307041000444,9.870284120481255e-06,4.590130439238412e-08,0.6864470657753636,
117,Mercedes-Benz,ML 350,Sport Utility,54910.21665452491,0.18323707688435217,2595.135312505712,0.8683452786003101,105000.0,0.0015,15216.550000001393,0.0,
118,Nissan,370Z,Coupe,18500.728863195516,0.33125788985314897,16868.72965588894,0.6753552661701018,16126.656326971504,2.8614551181741095e-05,13995.006844160778,0.7017606169536141,-4.630731785631436
119,Chrysler,Pacifica,,30135.08442947274,0.11097991061026492,2.3747740700063538e-12,0.5052848445828505,84127.92109756208,0.0018285577976065487,23714.052630538765,0.005188274970976292,
120,Chevrolet,Colorado,,33112.40797684412,0.08970770013300866,2.4971473823340523e-10,0.6989144075272303,30642.46510435752,1.1507140148801774e-05,3388.841315226329,0.7403663129540861,
121,Chrysler,300,Sedan,25644.395812065548,0.10461475302922602,6.956505753305554e-11,0.7557714117618813,27658.259929535165,9.79657866797885e-06,1.4672247855252406e-14,0.8564670227967817,
122,MAZDA,CX-5,,29308.862056996197,0.11823575190504458,2.627389491308672e-08,0.6828061604931519,20520.539932440366,1.7116457390398028e-05,8372.420685061195,0.7194577451222336,
123,Nissan,Frontier,Truck,26187.653080207394,0.06070909203602482,5.109670343188731e-14,0.8256551059135291,24734.82158387598,6.176761382003192e-06,2.6448420044637624e-07,0.7643002889956569,
124,Nissan,Pathfinder,Sport Utility,29060.585169009024,0.11932783978828565,828.8665548492107,0.7274776052301414,27743.748008390103,8.715319333005609e-06,2.8241057216499255e-11,0.8472102845082479,0.27138205751347566
125,Chevrolet,Silverado 3500,Truck,69257.66620381213,0.14143090878082848,9513.492976183492,0.533704322283526,34927.49451735136,0.0015,26991.51655818109,0.2397205879664216,
126,Honda,Ridgeline,Truck,41794.75829724658,0.10531031959521421,6.946266182218598e-14,0.9530103753230125,37482.49952892107,9.120886042157686e-06,4.319892679655697e-14,0.9614744471113399,0.4936055036189113
127,Volkswagen,Golf R,Hatchback,36452.66182060593,0.2105951633345343,12580.428924478156,0.9785100810181817,40381.740337595846,1.3915219728353625e-05,2202.585586507807,0.9728916711456626,
128,Toyota,Avalon,Sedan,41038.858700946854,0.18542457560745068,3478.987661325436,0.9373693767929545,31369.077892614147,0.0015,10856.455462021462,0.8909158557465152,0.7588686309291004
129,Mercedes-Benz,GLE 350,Sport Utility,39115.31888328925,0.32845131919814935,17832.53072279744,0.9196803422086854,38548.84948004183,6.0635100307327295e-05,25288.737055398633,0.7943161606055406,0.6498189128490587
130,Honda,Passport,Sport Utility,39825.503152333054,0.17377938097341494,2359.870326814242,0.09066649055919629,10000.000078541552,2.76971340173518e-05,26935.40362116056,0.006948255767583955,-1.3381582322626504
131,Subaru,Impreza,Hatchback,26382.472761600744,0.11124552450679506,3.1199371098040844e-12,0.8124075515648883,19373.301679272157,1.0974553922568973e-05,2473.0999486871874,0.8934446635988816,
132,Kia,Soul,Hatchback,16752.354841789343,0.12721133366870013,1387.1321093662382,0.7203764650789786,17649.72104665551,3.3413610564881674e-05,6446.388262511896,0.8844196214398413,0.19258213602857432
133,smart,fortwo,Coupe,42673.30074322696,0.8579432645903727,7055.700095309781,0.9288609861956666,17144.117871795417,0.0003633165735318185,8871.805154215788,0.9250829811753134,
134,Jeep,Renegade,Sport Utility,24380.548315003125,0.6292900973096044,13677.63308037846,0.20450355048093716,10000.000000000002,0.00018356547160402686,14921.68191094567,0.5575024794712113,
135,Lincoln,Continental,Sedan,97189.66545838532,0.05000000000004343,1275.7926189932684,0.11250040778542059,10000.000000000002,0.0029999999999999996,49999.99999999999,-0.3413212910036916,
136,Volkswagen,Beetle,Convertible,29009.079658160066,0.20064223631494976,3326.140468852377,0.8336192536446833,21290.570079741956,2.105509861241181e-05,3657.208778170792,0.8044508959939575,
137,INFINITI,QX80,Sport Utility,49362.58658995377,0.08833509806257274,4.101096166992647e-15,0.6140542437838068,46749.333555379766,4.879637459899922e-05,28976.718109445836,0.7712949413233673,
138,Chevrolet,Cruze,Hatchback,16904.189033751223,0.09542215980390271,6.134160561109255e-08,0.46410344767418565,14128.55697883015,1.6982069454139245e-05,4696.869107483433,0.5818685697897645,
139,BMW,Z4,Convertible,56361.491891183556,0.2030746220391099,7342.73863111711,0.9395628188552095,40712.50381384828,0.0029999999999999996,16419.0955743293,0.7543076402088829,0.6569741050828234
140,Nissan,Versa,Hatchback,10850.172019001515,0.12592719986686635,2276.0443651900487,0.799852092066956,79854.51059384669,0.0005549876407265132,9412.267359836997,0.009024818548794111,
141,BMW,528i,,42452.494169780526,0.19441542556531277,3525.575581425268,0.8595051399057929,105000.0,0.0015,15669.212121212437,-2.220446049250313e-16,
142,Toyota,FJ Cruiser,Sport Utility,64366.429682898,0.1967157964427351,11022.887940264149,0.8312155701759752,105000.0,0.0015,20156.24242432191,0.0,
143,BMW,X2,Sport Utility,14164.079723069515,0.9999999999999999,26830.115600864112,0.4220778817464984,16612.217882939247,0.00010015583741765171,26389.172859251492,0.5388064240962344,0.34118492044485615
144,Volvo,XC90,Sport Utility,61196.65429719928,0.17166032452160232,7.881099778046883e-13,0.9626158392871322,41790.1592681421,0.0029999999999999996,20769.297474992993,0.4667340903218564,0.8925964518094297
145,Buick,Enclave,Sport Utility,60618.38057044776,0.36379841108302746,9784.997609669243,0.8369156584928927,37233.33432733882,3.178538186350707e-05,11615.64685438661,0.7948269754122654,
146,Hyundai,Tucson,,21000.66873400487,0.09383710384607279,1.217437977280066e-10,0.8084489994637392,21906.475649360287,8.039047591848955e-06,2.6424986296347264e-08,0.9031510056133143,0.000565112481033414
